item_id,item_type,item_name,country,user_type,interest,vibe,budget_usd,travel_month,popularity_score,season_match,difficulty_match,interest_match,budget_match,is_offbeat,recommendation_score
9857,destination,Ninh Binh,Vietnam,couple,culture,luxury,2362.22,1,0.56,0.86,0.9,0.51,0.79,0,0.72
9647,destination,Rotorua,New Zealand,family,spiritual,budget,972.36,2,0.7,0.1,0.76,0.15,0.95,0,0.32
9356,destination,Tofino,Canada,family,culture,spiritual,6906.47,3,0.62,0.57,0.84,0.46,0.29,1,0.51
9096,trek,Tiger Leaping Gorge,China,couple,culture,relaxed,4805.77,2,0.75,0.86,0.72,0.32,0.5,1,0.58
9497,trek,Manaslu Circuit,Nepal,solo,culture,spiritual,7695.82,8,0.34,0.57,0.96,0.14,0.18,0,0.3
9491,destination,Rotorua,New Zealand,couple,food,relaxed,7250.08,11,0.59,0.83,0.99,0.42,0.25,0,0.6
9246,destination,Paracas,Peru,solo,nature,relaxed,117.69,11,0.58,0.86,0.96,0.92,0.24,0,0.84
9816,event,Rainforest World Music Festival,Malaysia,couple,adventure,thrill,3714.86,3,0.84,0.57,0.93,0.11,0.61,0,0.44
9226,destination,Alesund,Norway,couple,offbeat,thrill,513.14,10,0.53,0.71,0.97,0.66,1.0,0,0.76
9379,event,Harbin Ice Festival,China,solo,culture,relaxed,3342.4,6,0.63,0.43,0.89,0.17,0.65,0,0.41
9747,event,Saga Dawa Festival,Tibet,couple,offbeat,budget,1232.85,6,0.67,0.95,0.95,0.39,0.89,0,0.73
9018,trek,Cinque Terre Trail,Italy,couple,adventure,offbeat,7041.83,12,0.46,0.57,0.93,0.27,0.25,1,0.44
9985,event,Boryeong Mud Festival,South Korea,solo,nature,spiritual,7466.97,5,0.82,0.71,0.93,0.7,0.19,1,0.56
9554,event,Boryeong Mud Festival,South Korea,family,spiritual,luxury,4533.27,3,0.7,0.43,0.91,0.13,0.52,1,0.38
9147,event,Kumbh Mela,India,family,food,relaxed,4466.51,7,0.28,0.43,0.97,0.52,0.53,0,0.53
9670,trek,Manaslu Circuit,Nepal,solo,spiritual,budget,2752.68,8,0.36,0.57,0.96,0.49,0.73,0,0.6
9165,trek,Manaslu Circuit,Nepal,family,adventure,budget,6527.52,7,0.91,0.71,0.2,0.98,0.31,0,0.7
9953,event,Up Helly Aa,Norway,couple,nature,budget,2667.51,4,0.82,0.57,0.9,0.61,0.73,1,0.64
9599,event,Dia de los Muertos,Mexico,solo,adventure,budget,5172.73,12,0.52,0.86,0.88,0.45,0.45,0,0.64
9007,destination,Petra,Jordan,family,offbeat,budget,6179.24,5,0.75,0.93,0.87,0.12,0.37,0,0.53
9793,destination,Giza,Egypt,solo,spiritual,spiritual,7489.54,1,0.67,0.99,0.88,0.8,0.22,0,0.78
9981,trek,Manaslu Circuit,Nepal,couple,food,thrill,7779.23,2,0.34,0.86,0.6,0.43,0.17,0,0.48
9592,event,Dia de los Muertos,Mexico,family,offbeat,spiritual,1800.86,10,0.42,0.9,0.86,0.47,0.82,0,0.72
9140,trek,Patagonia O Circuit,Chile,family,food,relaxed,7725.45,11,0.43,0.97,0.2,0.45,0.17,0,0.49
9610,destination,Tofino,Canada,couple,offbeat,budget,6837.74,12,0.67,0.57,0.98,0.96,0.3,1,0.72
9801,trek,Cinque Terre Trail,Italy,family,adventure,thrill,4738.34,9,0.46,0.88,0.91,0.42,0.51,0,0.65
9216,event,Up Helly Aa,Norway,solo,food,spiritual,7379.91,4,0.55,0.57,0.86,0.35,0.2,1,0.46
9649,trek,West Coast Trail,Canada,family,adventure,luxury,5256.58,4,0.62,0.86,0.58,0.46,0.45,0,0.61
9999,trek,Hampta Pass Trek,India,couple,culture,spiritual,6102.38,6,0.48,0.85,0.72,0.42,0.36,0,0.6
9834,trek,Kilimanjaro Machame Route,Tanzania,couple,offbeat,offbeat,1681.94,5,0.79,0.71,0.6,0.2,0.85,1,0.53
9103,trek,Toubkal Summit Trek,Morocco,family,nature,offbeat,5587.49,1,0.69,0.57,0.58,0.28,0.41,1,0.44
9860,destination,Tofino,Canada,solo,nature,budget,4379.1,4,0.57,0.71,0.75,0.68,0.57,1,0.68
9787,trek,Goechala Trek,India,solo,food,luxury,5449.65,10,0.33,0.43,0.96,0.21,0.43,1,0.4
9928,event,Harbin Ice Festival,China,family,spiritual,luxury,646.29,2,0.53,0.89,0.9,0.41,0.95,0,0.72
9561,trek,Patagonia O Circuit,Chile,solo,offbeat,spiritual,349.64,2,0.85,0.94,0.96,0.65,0.99,0,0.84
9385,event,Ultra Bali Festival,Indonesia,solo,culture,relaxed,5672.57,9,0.6,0.94,0.91,0.51,0.39,0,0.69
9300,trek,Tiger Leaping Gorge,China,solo,adventure,budget,1786.53,12,0.86,0.14,0.84,0.39,0.83,1,0.42
9965,destination,Giza,Egypt,solo,spiritual,thrill,4740.24,8,0.75,0.71,0.92,0.62,0.53,0,0.67
9950,trek,Toubkal Summit Trek,Morocco,couple,offbeat,budget,6014.25,9,0.48,0.86,0.72,0.39,0.37,0,0.59
9304,event,Up Helly Aa,Norway,family,offbeat,offbeat,2722.95,1,0.7,0.84,0.77,0.94,0.72,1,0.9
9951,trek,Goechala Trek,India,solo,offbeat,budget,5901.54,12,0.53,0.14,0.96,0.85,0.38,1,0.53
9277,destination,Ella,Sri Lanka,solo,adventure,offbeat,3162.51,5,0.62,0.86,0.83,0.33,0.7,1,0.63
9672,destination,Ninh Binh,Vietnam,family,culture,thrill,3488.79,4,0.53,0.98,0.85,0.43,0.67,0,0.71
9392,trek,Toubkal Summit Trek,Morocco,family,culture,relaxed,1477.67,6,0.57,0.86,0.58,0.47,0.87,0,0.69
9007,trek,Goechala Trek,India,couple,spiritual,spiritual,408.62,5,0.86,1.0,0.6,0.45,0.99,1,0.75
9351,event,Jaisalmer Desert Festival,India,couple,nature,spiritual,6811.75,1,0.3,0.86,0.77,0.4,0.27,0,0.58
9271,trek,Goechala Trek,India,couple,culture,luxury,3691.28,8,0.4,0.71,0.6,0.38,0.62,1,0.56
9487,event,Dia de los Muertos,Mexico,couple,offbeat,thrill,5166.51,11,0.58,0.99,0.87,0.48,0.45,0,0.7
9968,event,Boryeong Mud Festival,South Korea,solo,food,budget,7447.51,9,0.67,0.71,0.75,0.32,0.19,1,0.4
9549,destination,Mendoza,Argentina,family,food,spiritual,6333.35,6,0.59,0.57,0.86,0.98,0.35,0,0.72
9894,trek,Toubkal Summit Trek,Morocco,couple,food,offbeat,3128.18,10,0.76,0.9,0.72,0.39,0.69,1,0.65
9209,destination,Rotorua,New Zealand,solo,spiritual,spiritual,4825.19,2,0.71,0.1,0.75,0.33,0.52,0,0.32
9907,trek,Kilimanjaro Machame Route,Tanzania,solo,adventure,luxury,3661.99,10,0.39,0.1,0.96,0.86,0.63,0,0.56
9612,destination,Rotorua,New Zealand,family,adventure,spiritual,1925.38,12,0.66,0.92,0.85,0.52,0.84,0,0.75
9701,event,Boryeong Mud Festival,South Korea,solo,spiritual,relaxed,257.71,7,0.48,0.88,0.86,0.12,0.99,1,0.61
9747,event,Loi Krathong,Thailand,solo,culture,thrill,3692.8,3,0.76,0.1,0.98,0.89,0.61,0,0.57
9402,event,Dia de los Muertos,Mexico,couple,culture,offbeat,3074.51,10,0.56,0.98,0.76,0.89,0.68,1,0.93
9501,trek,Tiger Leaping Gorge,China,family,offbeat,thrill,1361.81,3,0.34,0.9,0.58,0.98,0.88,1,0.95
9756,destination,Ushuaia,Argentina,solo,food,relaxed,1630.33,4,0.65,0.71,0.81,0.35,0.87,0,0.61
9937,destination,Luang Namtha,Laos,solo,food,offbeat,5254.64,2,0.53,0.82,0.95,0.43,0.47,1,0.63
9192,trek,Abel Tasman Coastal Track,New Zealand,family,spiritual,spiritual,1067.22,7,0.7,0.57,0.91,0.44,0.91,0,0.61
9278,destination,Tofino,Canada,solo,spiritual,luxury,4044.31,9,0.66,0.94,0.75,0.31,0.61,1,0.63
9321,destination,Mendoza,Argentina,family,adventure,thrill,3971.88,4,0.58,0.86,0.89,0.36,0.61,0,0.63
9713,event,Jaisalmer Desert Festival,India,family,nature,thrill,6004.04,2,0.5,0.92,0.86,0.46,0.36,0,0.65
9461,event,Loi Krathong,Thailand,couple,adventure,luxury,6347.63,12,0.69,0.86,0.89,0.24,0.32,0,0.54
9200,event,Jaisalmer Desert Festival,India,couple,food,relaxed,7277.46,12,0.63,0.1,0.82,0.43,0.21,0,0.32
9506,destination,Munnar,India,solo,culture,thrill,2235.27,3,0.73,0.86,0.81,0.23,0.81,0,0.61
9030,event,Kumbh Mela,India,couple,adventure,thrill,6241.53,8,0.56,0.29,0.98,0.31,0.33,0,0.37
9992,event,Up Helly Aa,Norway,family,food,luxury,1806.66,11,0.66,0.1,0.93,0.41,0.82,1,0.42
9902,destination,Munnar,India,solo,offbeat,relaxed,4528.73,6,0.71,0.57,0.77,0.39,0.55,0,0.52
9431,trek,West Coast Trail,Canada,couple,offbeat,offbeat,6894.45,3,0.42,0.71,0.72,0.6,0.27,1,0.6
9530,destination,Giza,Egypt,couple,offbeat,relaxed,5902.24,3,0.78,0.86,0.89,0.32,0.4,0,0.58
9878,event,Harbin Ice Festival,China,family,food,offbeat,3280.61,11,0.39,0.1,0.83,0.21,0.66,1,0.3
9877,event,Harbin Ice Festival,China,family,offbeat,offbeat,7027.52,3,0.34,0.86,0.85,0.68,0.24,1,0.69
9778,event,Saga Dawa Festival,Tibet,family,adventure,luxury,2509.22,2,0.55,0.57,0.87,0.23,0.74,0,0.5
9363,event,Kumbh Mela,India,family,food,luxury,4858.29,12,0.29,0.1,0.99,0.35,0.48,0,0.34
9974,destination,Hoi An,Vietnam,solo,culture,offbeat,4556.76,11,0.69,0.14,0.88,0.28,0.55,1,0.33
9275,destination,Rotorua,New Zealand,solo,adventure,offbeat,82.45,4,0.6,0.29,0.79,0.13,0.16,1,0.18
9880,event,Loi Krathong,Thailand,couple,spiritual,budget,4093.64,1,0.67,0.1,0.76,0.62,0.57,0,0.44
9940,event,Kumbh Mela,India,couple,adventure,offbeat,5880.55,6,0.91,0.57,0.92,0.36,0.37,1,0.49
9056,destination,Rotorua,New Zealand,family,offbeat,relaxed,3574.88,4,0.73,0.29,0.82,0.83,0.66,0,0.61
9732,event,Saga Dawa Festival,Tibet,family,spiritual,relaxed,6296.44,5,0.52,0.98,0.81,0.98,0.32,0,0.91
9668,trek,Cinque Terre Trail,Italy,family,spiritual,budget,1723.61,2,0.42,0.71,0.91,0.67,0.84,0,0.74
9648,destination,Petra,Jordan,couple,nature,offbeat,3558.5,11,0.57,0.14,0.84,0.23,0.66,1,0.33
9624,destination,Ushuaia,Argentina,solo,adventure,spiritual,6072.63,12,0.65,0.97,0.85,0.88,0.38,0,0.88
9919,event,Loi Krathong,Thailand,solo,nature,luxury,565.01,4,0.5,0.1,0.77,0.21,0.96,0,0.35
9386,event,Loi Krathong,Thailand,couple,food,luxury,2718.65,9,0.29,0.71,0.87,0.32,0.72,0,0.58
9539,event,Boryeong Mud Festival,South Korea,solo,spiritual,luxury,7841.28,12,0.85,0.29,0.81,0.41,0.15,1,0.29
9852,event,Harbin Ice Festival,China,solo,nature,offbeat,6360.24,3,0.95,0.86,0.9,0.86,0.32,1,0.83
9699,event,Rainforest World Music Festival,Malaysia,couple,nature,budget,6334.07,2,0.57,0.43,0.82,0.27,0.32,0,0.39
9686,destination,Tofino,Canada,solo,adventure,budget,5612.46,11,0.6,0.71,0.97,0.45,0.43,1,0.59
9823,destination,Alesund,Norway,solo,culture,offbeat,6087.69,8,0.54,0.94,0.82,0.49,0.38,1,0.67
9025,trek,Hampta Pass Trek,India,family,offbeat,spiritual,3026.97,8,0.57,0.97,0.58,0.75,0.7,0,0.8
9887,event,Ultra Bali Festival,Indonesia,solo,culture,thrill,3873.41,6,0.71,0.71,0.89,0.46,0.59,0,0.61
9459,destination,Petra,Jordan,family,food,thrill,3277.01,6,0.58,0.86,0.92,0.42,0.69,0,0.67
9134,destination,Tofino,Canada,solo,spiritual,relaxed,7059.14,9,0.74,0.94,0.93,0.36,0.27,1,0.61
9757,trek,Cinque Terre Trail,Italy,solo,spiritual,offbeat,2611.64,3,0.9,0.86,0.9,0.79,0.74,1,0.82
9806,event,Up Helly Aa,Norway,couple,spiritual,offbeat,6359.2,11,0.89,0.1,0.78,0.17,0.32,1,0.23
9403,event,Harbin Ice Festival,China,couple,offbeat,relaxed,877.92,6,0.66,0.43,1.0,0.65,0.92,0,0.65
9768,event,Boryeong Mud Festival,South Korea,family,nature,luxury,6728.37,3,0.86,0.43,0.99,0.81,0.27,1,0.6
9147,event,Boryeong Mud Festival,South Korea,solo,nature,relaxed,715.46,5,0.92,0.71,0.99,0.67,0.94,1,0.76
9005,trek,Kilimanjaro Machame Route,Tanzania,family,offbeat,luxury,7838.86,5,0.57,0.71,0.2,0.15,0.16,0,0.28
9278,trek,Manaslu Circuit,Nepal,solo,food,thrill,6008.54,12,0.94,0.1,0.96,0.24,0.37,0,0.28
9877,destination,Paracas,Peru,family,nature,offbeat,1391.05,7,0.67,0.43,0.77,0.93,0.9,1,0.73
9344,event,Up Helly Aa,Norway,family,culture,luxury,5857.84,11,0.35,0.1,0.82,0.45,0.37,1,0.35
9827,event,Ultra Bali Festival,Indonesia,family,food,offbeat,5546.96,12,0.92,0.57,0.95,0.87,0.41,1,0.7
9788,event,Ultra Bali Festival,Indonesia,solo,adventure,relaxed,7111.21,10,0.52,0.86,1.0,0.45,0.23,0,0.62
9772,trek,Toubkal Summit Trek,Morocco,family,nature,thrill,4550.42,5,0.74,0.95,0.58,0.41,0.53,0,0.64
9888,event,Boryeong Mud Festival,South Korea,solo,adventure,luxury,909.16,10,0.53,0.57,0.9,0.18,0.92,1,0.51
9871,event,Kumbh Mela,India,family,offbeat,luxury,3955.4,6,0.58,0.57,0.75,0.47,0.58,0,0.55
9373,event,Dia de los Muertos,Mexico,family,adventure,thrill,2958.46,8,0.71,0.71,0.9,0.44,0.69,0,0.62
9541,event,Boryeong Mud Festival,South Korea,couple,spiritual,thrill,2001.2,11,0.48,0.43,0.86,0.42,0.8,1,0.53
9876,event,Kumbh Mela,India,family,food,spiritual,4060.01,10,0.39,0.1,0.94,0.5,0.57,0,0.41
9746,destination,Ushuaia,Argentina,family,nature,luxury,410.36,11,0.75,0.93,0.91,0.47,0.82,0,0.74
9504,event,Boryeong Mud Festival,South Korea,solo,food,budget,3132.93,7,0.78,0.97,0.95,0.27,0.67,1,0.65
9100,destination,Yogyakarta,Indonesia,couple,culture,relaxed,7101.44,5,0.77,0.99,0.79,0.89,0.27,0,0.87
9560,event,Dia de los Muertos,Mexico,couple,nature,offbeat,3279.52,6,0.43,0.43,0.78,0.24,0.66,1,0.43
9910,destination,Hoi An,Vietnam,family,spiritual,spiritual,7652.6,3,0.55,0.87,0.99,0.39,0.21,0,0.59
9416,event,Loi Krathong,Thailand,couple,adventure,budget,4335.14,5,0.61,0.14,0.96,0.2,0.54,0,0.31
9107,destination,Tofino,Canada,family,food,thrill,6071.65,3,0.64,0.57,0.84,0.26,0.38,1,0.45
9131,event,Kumbh Mela,India,solo,offbeat,relaxed,4294.97,2,0.33,0.9,0.94,0.21,0.55,0,0.59
9304,destination,Munnar,India,solo,food,offbeat,5410.14,8,0.63,0.86,0.96,0.14,0.45,1,0.53
9694,destination,Yogyakarta,Indonesia,family,adventure,offbeat,6950.75,9,0.6,0.91,0.78,0.18,0.28,1,0.52
9930,trek,Toubkal Summit Trek,Morocco,solo,spiritual,thrill,7837.36,2,0.74,0.71,0.84,0.23,0.16,0,0.37
9799,trek,Tiger Leaping Gorge,China,couple,nature,offbeat,3717.77,7,0.86,0.86,0.72,0.67,0.62,1,0.74
9591,destination,Tofino,Canada,solo,offbeat,offbeat,3410.08,2,0.55,0.43,0.95,0.91,0.68,1,0.7
9061,trek,Goechala Trek,India,couple,nature,relaxed,5190.05,11,0.54,0.29,0.6,0.78,0.46,1,0.53
9075,destination,Hoi An,Vietnam,solo,culture,luxury,1779.01,9,0.74,0.43,0.85,0.21,0.86,0,0.46
9751,event,Harbin Ice Festival,China,family,culture,luxury,5432.66,7,0.45,0.29,0.86,0.23,0.42,0,0.35
9091,trek,West Coast Trail,Canada,family,adventure,offbeat,5128.8,4,0.87,0.86,0.58,0.13,0.46,1,0.49
9995,destination,Giza,Egypt,solo,spiritual,relaxed,6015.8,2,0.75,0.97,0.96,0.75,0.39,0,0.79
9396,trek,Cinque Terre Trail,Italy,family,spiritual,budget,1352.85,5,0.82,0.86,0.91,0.74,0.88,0,0.82
9857,event,Harbin Ice Festival,China,couple,nature,relaxed,5191.84,7,0.53,0.29,0.88,0.86,0.45,0,0.59
9535,destination,Rotorua,New Zealand,couple,offbeat,luxury,795.84,5,0.58,0.43,0.82,0.65,0.97,0,0.64
9368,event,Ultra Bali Festival,Indonesia,couple,spiritual,budget,2153.26,9,0.29,0.96,0.76,0.51,0.78,0,0.74
9190,destination,Munnar,India,couple,food,offbeat,6959.66,8,0.63,0.86,0.92,0.2,0.28,1,0.52
9286,event,Saga Dawa Festival,Tibet,solo,offbeat,thrill,5843.56,3,0.36,0.71,0.91,0.23,0.37,0,0.49
9868,destination,Leh Ladakh,India,solo,culture,budget,5088.84,5,0.53,1.0,0.77,0.5,0.49,0,0.71
9691,event,Dia de los Muertos,Mexico,couple,food,relaxed,1284.16,7,0.4,0.57,0.96,0.33,0.88,0,0.57
9264,event,Kumbh Mela,India,solo,spiritual,relaxed,3363.97,6,0.68,0.57,0.93,0.91,0.65,0,0.75
9233,event,Saga Dawa Festival,Tibet,couple,nature,offbeat,988.14,6,0.47,0.92,0.99,0.34,0.91,1,0.71
9504,trek,Abel Tasman Coastal Track,New Zealand,family,nature,offbeat,1516.21,10,0.83,0.97,0.91,0.85,0.86,1,0.95
9468,event,Up Helly Aa,Norway,family,food,offbeat,1095.54,9,0.54,0.1,0.92,0.43,0.9,1,0.44
9014,destination,Yogyakarta,Indonesia,solo,culture,offbeat,3814.34,5,0.67,0.93,0.81,0.96,0.63,1,0.93
9678,destination,Yogyakarta,Indonesia,couple,culture,thrill,1930.69,12,0.55,0.57,0.93,0.93,0.84,0,0.79
9801,trek,Abel Tasman Coastal Track,New Zealand,couple,adventure,relaxed,3045.84,1,0.82,1.0,0.93,0.2,0.69,0,0.64
9242,event,Harbin Ice Festival,China,family,adventure,offbeat,307.59,8,0.77,0.14,0.96,0.36,0.99,1,0.44
9951,trek,Cinque Terre Trail,Italy,solo,adventure,offbeat,4766.47,4,0.72,0.88,0.9,0.2,0.5,1,0.56
9265,destination,Giza,Egypt,family,nature,offbeat,2379.11,4,0.74,0.86,0.78,0.25,0.79,1,0.61
9607,event,Kumbh Mela,India,solo,offbeat,budget,4900.38,8,0.33,0.29,0.84,0.31,0.48,0,0.38
9956,trek,Tiger Leaping Gorge,China,solo,nature,offbeat,2463.26,9,0.35,0.57,0.84,0.75,0.76,1,0.7
9582,trek,West Coast Trail,Canada,solo,spiritual,relaxed,888.74,6,0.32,0.92,0.84,0.24,0.93,0,0.66
9412,trek,Cinque Terre Trail,Italy,couple,culture,relaxed,2690.56,5,0.59,0.83,0.93,0.9,0.73,0,0.9
9430,trek,Goechala Trek,India,solo,spiritual,budget,7508.39,3,0.66,0.86,0.96,0.2,0.2,1,0.51
9876,event,Rainforest World Music Festival,Malaysia,couple,spiritual,luxury,3172.49,4,0.34,0.71,0.88,0.79,0.67,0,0.75
9309,destination,Alesund,Norway,family,adventure,thrill,3088.71,2,0.7,0.57,0.92,0.35,0.71,0,0.54
9182,event,Dia de los Muertos,Mexico,family,culture,budget,354.22,11,0.61,0.94,0.79,0.92,0.98,0,0.97
9529,trek,Tiger Leaping Gorge,China,family,culture,luxury,2490.7,7,0.6,0.86,0.58,0.3,0.76,1,0.6
9259,destination,Alesund,Norway,family,adventure,spiritual,1576.15,9,0.7,0.86,0.97,0.15,0.88,0,0.6
9110,trek,Kilimanjaro Machame Route,Tanzania,family,offbeat,relaxed,2380.04,2,0.58,0.83,0.2,0.28,0.77,0,0.55
9166,trek,Kilimanjaro Machame Route,Tanzania,solo,offbeat,relaxed,7539.89,1,0.92,0.93,0.96,0.39,0.2,0,0.61
9844,trek,Abel Tasman Coastal Track,New Zealand,couple,nature,offbeat,2503.05,12,0.43,0.91,0.93,0.99,0.76,1,0.97
9432,destination,Leh Ladakh,India,couple,culture,thrill,5200.32,5,0.59,0.96,0.97,0.23,0.48,0,0.61
9071,event,Jaisalmer Desert Festival,India,couple,spiritual,budget,4573.57,10,0.58,0.1,0.77,0.59,0.51,0,0.42
9104,event,Loi Krathong,Thailand,family,culture,offbeat,1011.05,9,0.55,0.71,1.0,0.99,0.91,1,0.88
9644,destination,Ella,Sri Lanka,couple,food,offbeat,3087.86,8,0.58,0.43,0.9,0.47,0.71,1,0.54
9219,destination,Ushuaia,Argentina,family,nature,luxury,5158.86,3,0.55,0.86,0.91,0.12,0.48,0,0.52
9082,trek,Kilimanjaro Machame Route,Tanzania,couple,nature,relaxed,581.43,3,0.55,0.88,0.6,0.13,0.97,0,0.58
9552,destination,Ninh Binh,Vietnam,couple,culture,thrill,4278.09,12,0.59,0.1,0.93,0.19,0.58,0,0.29
9813,event,Rainforest World Music Festival,Malaysia,couple,food,budget,4179.81,3,0.63,0.57,0.89,0.36,0.56,0,0.52
9411,event,Loi Krathong,Thailand,solo,nature,budget,3635.14,7,0.9,0.43,0.76,0.39,0.62,0,0.48
9521,trek,Manaslu Circuit,Nepal,couple,offbeat,offbeat,3529.61,9,0.44,0.43,0.6,0.22,0.64,1,0.4
9525,trek,Toubkal Summit Trek,Morocco,couple,nature,budget,1464.49,7,0.87,0.87,0.72,0.31,0.87,0,0.64
9035,trek,Tiger Leaping Gorge,China,family,culture,luxury,7289.55,5,0.88,0.83,0.58,0.41,0.22,1,0.55
9322,event,Saga Dawa Festival,Tibet,family,culture,thrill,5907.4,6,0.4,0.86,0.86,0.81,0.37,0,0.81
9467,destination,Paracas,Peru,solo,adventure,relaxed,2723.59,5,0.59,0.71,0.93,0.37,0.75,0,0.61
9301,trek,Hampta Pass Trek,India,family,offbeat,spiritual,975.45,11,0.85,0.71,0.58,0.67,0.92,0,0.72
9563,destination,Munnar,India,family,adventure,luxury,6693.57,4,0.69,0.71,0.81,0.4,0.31,0,0.54
9909,trek,Kilimanjaro Machame Route,Tanzania,couple,adventure,spiritual,3377.68,10,0.89,0.1,0.6,0.98,0.66,0,0.57
9044,event,Saga Dawa Festival,Tibet,couple,nature,offbeat,6603.07,7,0.36,0.86,0.96,0.42,0.29,1,0.61
9493,destination,Ushuaia,Argentina,solo,offbeat,luxury,5616.09,11,0.53,0.99,0.95,0.43,0.43,0,0.68
9208,event,Dia de los Muertos,Mexico,family,spiritual,budget,1103.39,9,0.58,0.86,0.87,0.7,0.9,0,0.81
9829,trek,Abel Tasman Coastal Track,New Zealand,solo,nature,relaxed,1776.19,5,0.44,0.71,0.9,0.99,0.84,0,0.86
9882,destination,Alesund,Norway,couple,food,budget,6531.31,10,0.74,0.71,0.8,0.27,0.33,0,0.49
9081,destination,Giza,Egypt,couple,culture,offbeat,4374.03,9,0.67,0.86,0.85,0.91,0.57,1,0.88
9260,trek,Toubkal Summit Trek,Morocco,couple,offbeat,offbeat,4799.76,7,0.83,0.98,0.72,0.29,0.5,1,0.61
9120,trek,Manaslu Circuit,Nepal,solo,adventure,spiritual,4731.51,5,0.41,0.97,0.96,0.92,0.51,0,0.93
9075,event,Loi Krathong,Thailand,family,spiritual,relaxed,7836.64,4,0.43,0.1,0.8,0.75,0.15,0,0.35
9864,trek,Hampta Pass Trek,India,couple,nature,luxury,477.47,6,0.53,1.0,0.72,1.0,0.98,0,1.0
9226,event,Rainforest World Music Festival,Malaysia,couple,food,luxury,2395.65,11,0.49,0.43,0.87,0.47,0.76,0,0.54
9296,destination,Petra,Jordan,solo,culture,luxury,4349.76,2,0.54,0.86,0.89,0.86,0.57,0,0.87
9194,event,Boryeong Mud Festival,South Korea,solo,offbeat,spiritual,6937.99,9,0.6,0.71,0.81,0.88,0.25,1,0.71
9572,destination,Alesund,Norway,couple,spiritual,budget,3144.71,5,0.71,0.97,0.78,0.27,0.71,0,0.64
9314,event,Loi Krathong,Thailand,couple,offbeat,relaxed,4583.56,9,0.61,0.71,0.97,0.16,0.51,0,0.49
9126,event,Kumbh Mela,India,couple,culture,relaxed,1025.22,8,0.89,0.29,0.77,0.64,0.91,0,0.57
9048,trek,Manaslu Circuit,Nepal,family,food,spiritual,6991.03,12,0.57,0.1,0.2,0.24,0.26,0,0.19
9602,event,Ultra Bali Festival,Indonesia,solo,nature,budget,7950.43,6,0.33,0.71,0.99,0.13,0.14,0,0.35
