item_id,item_type,item_name,country,user_type,interest,vibe,budget_usd,travel_month,popularity_score,season_match,difficulty_match,interest_match,budget_match,is_offbeat,recommendation_score
9606,destination,Pokhara,Nepal,solo,culture,budget,3702.87,2,0.65,0.3,0.74,0.44,0.36,0,0.35
9655,event,Cherry Blossom Festival,Japan,family,nature,relaxed,4815.76,8,0.61,0.6,0.78,0.96,0.0,0,0.57
9518,destination,Pokhara,Nepal,couple,culture,relaxed,435.49,5,0.59,0.6,0.75,0.59,0.99,0,0.66
9247,destination,Cusco,Peru,couple,culture,budget,3067.19,9,0.75,0.81,0.76,0.84,0.49,0,0.71
9144,destination,Swiss Alps,Switzerland,couple,spiritual,offbeat,6123.23,5,0.58,0.9,0.82,0.15,0.0,1,0.36
9307,destination,Varanasi,India,couple,offbeat,offbeat,6927.31,10,0.58,0.86,0.84,0.17,0.0,1,0.36
9516,trek,Inca Trail,Peru,family,spiritual,thrill,4945.96,3,0.54,0.8,0.5,0.47,0.0,0,0.42
9837,destination,Chefchaouen,Morocco,family,food,offbeat,7450.77,11,0.52,0.4,0.82,0.53,0.0,1,0.34
9848,event,Bhutan Tsechu,Bhutan,couple,offbeat,relaxed,4178.45,3,0.44,0.4,0.97,0.41,0.0,0,0.3
9904,trek,Snowman Trek,Bhutan,solo,offbeat,spiritual,5604.21,5,0.46,0.6,0.95,0.96,0.0,1,0.59
9043,trek,Annapurna Circuit,Nepal,couple,adventure,offbeat,4395.7,1,0.38,0.8,0.65,0.97,0.0,1,0.62
9405,event,Inti Raymi,Peru,solo,nature,spiritual,3127.67,3,0.61,0.7,0.7,0.17,0.0,0,0.29
9633,event,Lantern Festival,Vietnam,solo,food,thrill,6045.84,3,0.55,0.99,0.92,0.57,0.0,0,0.57
9589,event,Cherry Blossom Festival,Japan,couple,food,luxury,6545.08,11,0.32,0.3,0.97,0.31,0.0,0,0.23
9465,trek,Everest Base Camp,Nepal,family,spiritual,offbeat,2848.27,2,0.41,0.9,0.25,0.16,0.15,1,0.35
9777,event,Songkran Festival,Thailand,family,nature,spiritual,665.4,7,0.59,0.7,0.94,0.34,0.77,0,0.57
9241,trek,Torres del Paine W Trek,Chile,family,adventure,budget,6068.94,4,0.9,0.9,0.5,0.27,0.0,0,0.38
9151,trek,Laugavegur Trail,Iceland,family,culture,budget,7058.79,1,0.6,0.5,0.5,0.57,0.0,0,0.36
9465,destination,Siem Reap,Cambodia,family,culture,spiritual,7009.5,3,0.56,0.9,0.72,0.96,0.0,0,0.66
9547,event,Bhutan Tsechu,Bhutan,family,nature,spiritual,1189.14,9,0.9,0.94,0.98,0.6,0.51,0,0.69
9246,destination,Chefchaouen,Morocco,couple,adventure,spiritual,2010.96,11,0.77,0.4,0.81,0.55,0.7,1,0.51
9642,trek,Kumano Kodo,Japan,solo,offbeat,offbeat,5272.15,3,0.54,0.9,0.9,0.53,0.0,1,0.52
9833,event,Gion Matsuri,Japan,solo,food,budget,6050.57,9,0.92,0.8,0.9,0.33,0.0,0,0.4
9587,destination,Machu Picchu,Peru,couple,nature,luxury,4194.95,3,0.71,0.8,0.85,0.44,0.26,0,0.51
9531,trek,Snowman Trek,Bhutan,solo,culture,offbeat,2030.57,9,0.65,0.75,0.95,0.59,0.42,1,0.6
9655,destination,Bali,Indonesia,couple,culture,budget,5014.26,3,0.75,0.9,0.91,0.49,0.1,0,0.53
9428,trek,Inca Trail,Peru,solo,culture,relaxed,915.3,8,0.54,0.87,0.85,0.57,0.79,0,0.71
9990,trek,Annapurna Circuit,Nepal,solo,nature,offbeat,5785.63,11,0.77,0.4,0.95,0.58,0.0,1,0.37
9265,trek,Inca Trail,Peru,solo,culture,luxury,7593.5,4,0.48,0.9,0.85,0.51,0.0,0,0.5
9494,trek,Everest Base Camp,Nepal,family,culture,relaxed,6822.34,12,0.85,0.3,0.25,0.44,0.0,0,0.24
9912,event,Pushkar Camel Fair,India,family,culture,luxury,3118.57,3,0.88,0.3,0.73,0.99,0.0,0,0.47
9064,event,Songkran Festival,Thailand,couple,spiritual,budget,5386.65,12,0.33,0.2,0.73,0.19,0.0,0,0.14
9818,event,Timkat Festival,Ethiopia,family,food,offbeat,1733.38,3,0.71,0.8,0.97,0.23,0.23,1,0.43
9107,trek,Kumano Kodo,Japan,solo,nature,luxury,5709.38,1,0.46,0.7,0.9,0.12,0.0,0,0.29
9069,trek,Kumano Kodo,Japan,family,food,spiritual,6888.09,4,0.59,0.79,0.85,0.35,0.0,0,0.4
9414,trek,Everest Base Camp,Nepal,couple,food,budget,6021.55,1,0.85,0.8,0.65,0.36,0.0,0,0.39
9200,destination,Siem Reap,Cambodia,solo,adventure,thrill,6630.91,3,0.8,0.9,0.75,0.3,0.0,0,0.41
9467,trek,Annapurna Circuit,Nepal,family,culture,offbeat,2988.77,2,0.31,0.9,0.25,0.2,0.1,1,0.36
9458,trek,Laugavegur Trail,Iceland,solo,offbeat,relaxed,4053.1,10,0.37,0.8,0.85,0.83,0.0,0,0.59
9898,event,Inti Raymi,Peru,couple,spiritual,relaxed,6786.07,7,0.63,0.9,0.75,0.53,0.0,0,0.5
9009,trek,Markha Valley Trek,India,solo,nature,relaxed,3136.99,11,0.48,0.8,0.95,1.0,0.05,0,0.69
9400,destination,Siem Reap,Cambodia,family,food,offbeat,1073.62,3,0.68,0.9,0.84,0.17,0.89,1,0.59
9552,trek,Torres del Paine W Trek,Chile,couple,nature,relaxed,4385.79,4,0.34,0.9,0.75,0.86,0.0,0,0.63
9959,trek,Milford Track,New Zealand,solo,adventure,thrill,2505.87,4,0.91,0.86,0.85,0.37,0.26,0,0.5
9884,trek,Everest Base Camp,Nepal,couple,spiritual,offbeat,7738.93,4,0.9,0.76,0.65,0.14,0.0,1,0.3
9605,destination,Cusco,Peru,couple,food,budget,4380.62,12,0.79,0.7,0.91,0.55,0.22,0,0.51
9101,event,Songkran Festival,Thailand,family,offbeat,budget,1985.46,8,0.35,0.6,0.87,0.35,0.11,0,0.37
9857,destination,Lofoten Islands,Norway,couple,nature,spiritual,6509.86,8,0.77,0.87,0.94,0.96,0.0,0,0.68
9610,event,Inti Raymi,Peru,family,nature,offbeat,1847.79,5,0.9,0.9,0.82,0.15,0.18,1,0.4
9774,event,Songkran Festival,Thailand,solo,adventure,luxury,3123.55,11,0.38,0.3,0.76,0.52,0.0,0,0.3
9378,event,Naadam Festival,Mongolia,solo,offbeat,offbeat,5062.87,8,0.48,0.9,0.95,0.5,0.0,1,0.51
9969,event,Timkat Festival,Ethiopia,solo,food,relaxed,396.42,4,0.77,0.7,0.77,0.51,0.9,0,0.64
9430,event,Lantern Festival,Vietnam,family,food,luxury,6096.08,12,0.65,0.1,0.86,0.25,0.0,0,0.13
9134,destination,Zanzibar,Tanzania,solo,adventure,budget,6189.96,6,0.62,0.97,0.73,0.3,0.0,0,0.43
9488,destination,Hoi An,Vietnam,couple,offbeat,offbeat,4250.03,5,0.63,0.9,0.76,0.29,0.25,1,0.47
9263,trek,Annapurna Circuit,Nepal,family,nature,offbeat,3397.74,2,0.39,0.9,0.25,0.28,0.0,1,0.36
9480,event,Naadam Festival,Mongolia,couple,spiritual,relaxed,2735.56,10,0.39,0.7,0.84,0.35,0.0,0,0.37
9207,destination,Cusco,Peru,couple,nature,luxury,4589.64,3,0.78,0.8,0.89,0.12,0.18,0,0.36
9126,trek,Rinjani Trek,Indonesia,solo,food,relaxed,2617.06,3,0.7,0.8,0.95,0.27,0.23,0,0.44
9622,trek,Torres del Paine W Trek,Chile,couple,offbeat,thrill,1469.85,11,0.73,0.76,0.75,0.62,0.61,0,0.63
9920,event,Timkat Festival,Ethiopia,couple,culture,luxury,4765.19,3,0.52,0.8,0.96,0.26,0.0,0,0.38
9034,trek,Annapurna Circuit,Nepal,solo,nature,spiritual,7298.42,12,0.42,0.3,0.95,0.14,0.0,0,0.16
9324,event,Bhutan Tsechu,Bhutan,solo,food,budget,3445.62,6,0.34,0.7,0.72,0.12,0.0,0,0.28
9791,trek,Inca Trail,Peru,couple,nature,relaxed,7885.52,10,0.76,0.9,0.75,0.24,0.0,0,0.39
9884,trek,Inca Trail,Peru,family,culture,budget,1540.22,6,0.45,0.99,0.5,0.58,0.59,0,0.65
9218,destination,Kyoto,Japan,solo,adventure,thrill,7584.23,6,0.57,0.9,0.77,0.35,0.0,0,0.43
9422,destination,Cappadocia,Turkey,family,spiritual,budget,3659.82,11,0.51,0.9,0.77,0.26,0.37,1,0.49
9647,trek,Everest Base Camp,Nepal,family,culture,thrill,5751.6,10,0.4,0.5,0.25,0.32,0.0,0,0.26
9530,destination,Swiss Alps,Switzerland,family,adventure,relaxed,123.93,11,0.71,0.8,0.97,0.58,0.92,0,0.74
9669,destination,Swiss Alps,Switzerland,family,adventure,budget,2015.66,8,0.51,0.93,0.92,0.19,0.7,0,0.57
9565,destination,Kyoto,Japan,solo,spiritual,offbeat,1811.93,10,0.75,0.5,0.99,0.26,0.74,1,0.46
9370,event,Lantern Festival,Vietnam,family,culture,offbeat,1590.67,2,0.31,0.89,0.71,0.99,0.3,1,0.74
9479,trek,Kumano Kodo,Japan,couple,nature,thrill,6025.85,6,0.47,0.83,0.95,0.4,0.0,0,0.45
9306,event,Durga Puja,India,couple,culture,relaxed,4621.54,10,0.94,0.92,0.91,0.42,0.0,0,0.48
9221,event,Songkran Festival,Thailand,couple,offbeat,relaxed,7059.28,3,0.64,0.9,0.71,0.6,0.0,0,0.52
9224,trek,Everest Base Camp,Nepal,couple,culture,offbeat,5989.52,5,0.61,0.76,0.65,0.38,0.0,1,0.39
9564,event,Cherry Blossom Festival,Japan,solo,adventure,luxury,6113.81,8,0.46,0.6,0.93,0.14,0.0,0,0.26
9979,destination,Varanasi,India,solo,food,luxury,6081.28,6,0.6,0.7,0.99,0.14,0.0,0,0.3
9669,event,Inti Raymi,Peru,couple,offbeat,budget,1440.35,7,0.69,0.9,0.79,0.54,0.38,0,0.6
9861,trek,Everest Base Camp,Nepal,family,offbeat,relaxed,4594.9,3,0.47,0.83,0.25,0.57,0.0,0,0.44
9490,trek,Snowman Trek,Bhutan,solo,spiritual,luxury,1805.85,11,0.83,0.9,0.95,0.46,0.5,1,0.62
9406,event,Bhutan Tsechu,Bhutan,couple,food,budget,971.25,8,0.72,0.9,0.73,0.12,0.61,0,0.49
9104,destination,Cusco,Peru,family,spiritual,offbeat,5962.64,7,0.72,0.85,0.96,0.26,0.0,1,0.4
9843,trek,Rinjani Trek,Indonesia,family,spiritual,offbeat,4950.73,8,0.47,0.79,0.25,0.4,0.0,1,0.37
9593,trek,Snowman Trek,Bhutan,solo,nature,spiritual,6914.42,11,0.85,0.9,0.95,0.77,0.0,1,0.62
9675,destination,Zanzibar,Tanzania,solo,nature,thrill,6260.89,7,0.71,0.95,0.74,0.41,0.0,0,0.47
9472,trek,Torres del Paine W Trek,Chile,family,food,budget,622.76,5,0.55,0.8,0.5,0.36,0.89,0,0.58
9039,trek,Kumano Kodo,Japan,family,food,luxury,2736.19,2,0.72,0.8,0.85,0.57,0.19,0,0.54
9152,event,Timkat Festival,Ethiopia,couple,food,budget,4556.51,8,0.86,0.3,0.93,0.41,0.0,0,0.27
9138,event,Cherry Blossom Festival,Japan,couple,culture,relaxed,3593.98,4,0.89,0.97,0.87,0.28,0.0,0,0.44
9452,destination,Marrakech,Morocco,solo,culture,luxury,5481.06,9,0.55,0.6,0.86,0.86,0.0,0,0.54
9817,event,Songkran Festival,Thailand,solo,spiritual,luxury,2740.8,9,0.75,0.5,0.92,0.56,0.0,0,0.39
9205,trek,Rinjani Trek,Indonesia,family,culture,spiritual,4612.33,2,0.63,0.7,0.25,0.23,0.0,0,0.29
9026,trek,Laugavegur Trail,Iceland,solo,culture,thrill,5548.91,8,0.9,0.94,0.85,0.1,0.0,0,0.36
9417,event,Timkat Festival,Ethiopia,couple,nature,relaxed,6240.05,10,0.94,0.1,0.75,0.42,0.0,0,0.19
9953,destination,Bali,Indonesia,family,offbeat,offbeat,1586.07,6,0.7,0.79,0.76,0.17,0.78,1,0.51
9021,trek,Laugavegur Trail,Iceland,solo,adventure,spiritual,5000.74,7,0.86,0.77,0.85,0.55,0.0,0,0.47
9478,event,Lantern Festival,Vietnam,family,nature,thrill,4731.72,9,0.69,0.4,0.97,0.11,0.0,0,0.18
9000,event,Pushkar Camel Fair,India,solo,nature,luxury,3840.91,11,0.65,0.96,0.93,0.53,0.0,0,0.54
9121,event,Timkat Festival,Ethiopia,solo,culture,thrill,4493.3,5,0.54,0.6,0.92,0.47,0.0,0,0.39
9413,destination,Cappadocia,Turkey,family,nature,thrill,2736.35,1,0.58,0.7,0.99,0.68,0.55,1,0.65
9724,destination,Machu Picchu,Peru,family,nature,thrill,651.84,10,0.73,0.9,0.8,0.45,0.97,0,0.71
9831,destination,Hoi An,Vietnam,solo,nature,luxury,4897.97,6,0.56,0.8,0.78,0.28,0.12,0,0.4
9178,trek,Torres del Paine W Trek,Chile,couple,offbeat,budget,6776.66,3,0.94,0.76,0.75,0.74,0.0,0,0.53
9644,trek,Kumano Kodo,Japan,couple,food,spiritual,331.34,8,0.85,0.79,0.95,0.48,0.99,0,0.71
9992,event,Timkat Festival,Ethiopia,solo,nature,relaxed,1250.42,2,0.54,0.9,0.94,0.39,0.47,0,0.58
9950,event,Cherry Blossom Festival,Japan,couple,offbeat,luxury,1508.76,8,0.65,0.6,0.77,0.66,0.35,0,0.54
9467,destination,Pokhara,Nepal,solo,adventure,spiritual,738.82,1,0.72,0.2,0.96,0.31,0.95,0,0.43
9543,trek,Snowman Trek,Bhutan,solo,food,relaxed,3555.36,3,0.31,0.4,0.95,0.29,0.0,1,0.25
9114,event,Bhutan Tsechu,Bhutan,solo,culture,offbeat,7354.84,2,0.94,0.3,0.91,0.58,0.0,1,0.33
9757,event,Lantern Festival,Vietnam,family,nature,offbeat,861.8,8,0.9,0.5,0.89,0.32,0.67,1,0.46
9694,trek,Rinjani Trek,Indonesia,family,nature,luxury,4982.07,7,0.66,0.96,0.25,0.18,0.0,0,0.35
9203,event,Gion Matsuri,Japan,family,spiritual,offbeat,4450.56,4,0.54,0.7,0.75,0.1,0.0,1,0.27
9483,trek,Milford Track,New Zealand,family,offbeat,offbeat,7274.08,12,0.68,0.82,0.5,0.69,0.0,1,0.51
9629,destination,Cusco,Peru,couple,spiritual,budget,3527.51,3,0.55,0.8,0.78,0.42,0.39,0,0.52
9672,destination,Bali,Indonesia,family,food,thrill,2706.32,3,0.53,0.9,0.96,0.15,0.56,0,0.51
9044,event,Bhutan Tsechu,Bhutan,solo,nature,offbeat,7573.78,1,0.48,0.2,0.83,0.46,0.0,1,0.25
9444,destination,Pokhara,Nepal,family,nature,budget,6058.36,4,0.73,0.5,0.9,0.14,0.0,0,0.23
9624,event,Songkran Festival,Thailand,solo,nature,spiritual,1152.53,5,0.44,0.9,0.81,0.42,0.52,0,0.59
9654,trek,Everest Base Camp,Nepal,family,culture,thrill,7031.23,11,0.7,0.4,0.25,0.55,0.0,0,0.31
9760,event,Timkat Festival,Ethiopia,family,culture,spiritual,6792.85,1,0.75,0.91,0.89,0.31,0.0,0,0.43
9411,destination,Bali,Indonesia,solo,adventure,budget,3403.65,12,0.69,0.8,0.87,0.54,0.42,0,0.59
9627,destination,Chefchaouen,Morocco,couple,food,offbeat,4395.61,8,0.55,0.7,0.93,0.26,0.22,1,0.4
9374,event,Bhutan Tsechu,Bhutan,solo,spiritual,spiritual,6613.33,5,0.8,0.6,0.77,0.9,0.0,0,0.54
9064,destination,Hoi An,Vietnam,couple,adventure,offbeat,7802.59,1,0.58,0.9,0.92,0.41,0.0,1,0.47
9165,event,Timkat Festival,Ethiopia,couple,offbeat,budget,3542.64,8,0.32,0.3,0.88,0.51,0.0,0,0.3
9973,trek,Everest Base Camp,Nepal,couple,nature,budget,7750.81,7,0.44,0.8,0.65,0.24,0.0,0,0.35
9627,trek,Torres del Paine W Trek,Chile,solo,adventure,spiritual,4505.08,11,0.56,0.83,0.85,0.26,0.0,0,0.38
9962,event,Inti Raymi,Peru,solo,offbeat,relaxed,6710.51,1,0.44,0.5,0.85,0.52,0.0,0,0.37
9732,event,Timkat Festival,Ethiopia,solo,food,budget,6487.06,1,0.33,0.92,0.97,0.47,0.0,0,0.51
9344,trek,Kumano Kodo,Japan,family,nature,thrill,4760.75,11,0.69,0.9,0.85,0.15,0.0,0,0.36
9215,destination,Kyoto,Japan,couple,spiritual,relaxed,7592.5,2,0.56,0.9,0.91,0.23,0.0,0,0.4
9882,event,Lantern Festival,Vietnam,solo,offbeat,thrill,4621.53,10,0.77,0.3,0.84,0.13,0.0,0,0.15
9999,event,Songkran Festival,Thailand,couple,offbeat,offbeat,7991.49,10,0.55,0.4,0.85,0.54,0.0,1,0.35
9277,event,Naadam Festival,Mongolia,solo,offbeat,relaxed,4019.21,2,0.63,0.5,0.87,0.41,0.0,0,0.33
9822,trek,Kumano Kodo,Japan,couple,offbeat,offbeat,4889.74,4,0.69,0.86,0.95,0.55,0.0,1,0.52
9872,destination,Varanasi,India,family,food,budget,5583.91,10,0.8,0.77,0.88,0.15,0.0,0,0.32
9493,trek,Snowman Trek,Bhutan,family,nature,spiritual,2445.49,12,0.89,0.8,0.25,0.69,0.28,1,0.53
9775,event,Inti Raymi,Peru,solo,culture,spiritual,541.62,3,0.52,0.7,0.9,0.91,0.83,0,0.8
9714,trek,Torres del Paine W Trek,Chile,family,offbeat,offbeat,6789.02,5,0.64,0.8,0.5,0.7,0.0,1,0.5
9698,event,Bhutan Tsechu,Bhutan,family,adventure,spiritual,619.77,10,0.87,0.95,0.85,0.34,0.79,0,0.65
9553,event,Gion Matsuri,Japan,couple,offbeat,spiritual,6817.05,12,0.32,0.5,0.79,0.41,0.0,0,0.32
9147,trek,Annapurna Circuit,Nepal,solo,adventure,budget,2602.65,7,0.92,0.8,0.95,0.97,0.23,0,0.72
9301,event,Cherry Blossom Festival,Japan,solo,nature,relaxed,3194.29,4,0.67,0.95,0.78,0.99,0.0,0,0.7
9384,trek,Annapurna Circuit,Nepal,solo,culture,offbeat,2462.96,12,0.44,0.3,0.95,0.27,0.28,1,0.28
9906,destination,Cappadocia,Turkey,solo,nature,spiritual,4357.93,2,0.51,0.8,0.7,0.68,0.23,1,0.57
9029,trek,Snowman Trek,Bhutan,solo,food,offbeat,4042.54,12,0.49,0.8,0.95,0.41,0.0,1,0.44
9207,event,Durga Puja,India,family,food,budget,1729.67,2,0.68,0.3,0.93,0.57,0.24,0,0.39
9446,trek,Everest Base Camp,Nepal,couple,nature,relaxed,7417.27,4,0.83,0.91,0.65,0.11,0.0,0,0.34
9140,event,Gion Matsuri,Japan,family,adventure,relaxed,3542.64,11,0.57,0.6,0.88,0.13,0.0,0,0.26
9716,destination,Bali,Indonesia,family,culture,spiritual,505.39,7,0.72,0.82,0.9,0.46,1.0,0,0.71
9093,event,Songkran Festival,Thailand,family,offbeat,budget,1427.4,3,0.57,0.9,1.0,0.23,0.39,0,0.5
9694,event,Bhutan Tsechu,Bhutan,solo,adventure,spiritual,7850.59,7,0.75,0.8,0.84,0.58,0.0,0,0.5
9569,destination,Swiss Alps,Switzerland,couple,spiritual,spiritual,7478.62,3,0.76,0.7,0.78,0.15,0.0,0,0.29
9991,event,Timkat Festival,Ethiopia,family,offbeat,thrill,352.0,1,0.36,0.91,0.91,0.33,0.92,0,0.67
9924,trek,Everest Base Camp,Nepal,family,food,budget,6293.03,4,0.67,0.77,0.25,0.11,0.0,0,0.27
9046,trek,Laugavegur Trail,Iceland,family,culture,offbeat,5099.6,8,0.55,0.8,0.5,0.37,0.0,1,0.39
9704,destination,Banff,Canada,couple,culture,spiritual,3534.78,12,0.63,0.7,0.84,0.29,0.39,0,0.44
9348,trek,Annapurna Circuit,Nepal,family,nature,offbeat,866.55,4,0.91,0.98,0.25,0.16,0.81,1,0.52
9674,trek,Snowman Trek,Bhutan,solo,nature,offbeat,1057.93,2,0.81,0.3,0.95,0.82,0.75,1,0.61
9344,destination,Banff,Canada,couple,spiritual,thrill,666.83,12,0.65,0.7,0.74,0.2,0.97,0,0.54
9940,event,Cherry Blossom Festival,Japan,couple,culture,thrill,7963.66,5,0.87,0.9,0.97,0.41,0.0,0,0.48
9963,destination,Cusco,Peru,solo,offbeat,thrill,5805.73,12,0.65,0.7,0.8,0.31,0.0,0,0.35
9737,destination,Varanasi,India,solo,culture,offbeat,590.1,8,0.66,0.8,0.86,0.52,0.98,1,0.71
9382,destination,Hoi An,Vietnam,family,spiritual,budget,3287.91,11,0.64,0.3,0.98,0.37,0.44,0,0.36
9729,destination,Cappadocia,Turkey,solo,nature,offbeat,2889.55,6,0.67,0.95,0.76,0.62,0.52,1,0.68
9034,trek,Torres del Paine W Trek,Chile,couple,nature,luxury,7136.04,3,0.78,0.75,0.75,0.86,0.0,0,0.58
9541,trek,Snowman Trek,Bhutan,solo,nature,relaxed,1694.08,9,0.89,0.95,0.95,0.84,0.54,1,0.8
9929,destination,Swiss Alps,Switzerland,solo,adventure,thrill,1550.01,10,0.54,0.9,0.85,0.15,0.79,0,0.56
9919,destination,Siem Reap,Cambodia,couple,nature,budget,1568.34,9,0.67,0.8,0.99,0.44,0.79,0,0.65
9384,destination,Varanasi,India,family,adventure,spiritual,7172.07,8,0.59,0.8,0.94,0.39,0.0,0,0.43
9511,destination,Swiss Alps,Switzerland,family,food,thrill,4991.19,12,0.6,0.7,0.72,0.55,0.1,0,0.46
9334,event,Inti Raymi,Peru,couple,adventure,thrill,2529.81,11,0.71,0.5,0.98,0.39,0.0,0,0.33
9628,trek,Markha Valley Trek,India,couple,nature,budget,930.97,1,0.79,0.5,0.65,0.83,0.79,0,0.66
9109,event,Pushkar Camel Fair,India,family,adventure,thrill,1726.33,7,0.63,0.7,0.71,0.55,0.24,0,0.49
9951,event,Lantern Festival,Vietnam,solo,food,relaxed,6519.61,7,0.77,0.6,0.73,0.24,0.0,0,0.29
9807,trek,Kumano Kodo,Japan,couple,nature,offbeat,4689.68,3,0.72,0.9,0.95,0.24,0.0,1,0.41
9360,event,Inti Raymi,Peru,solo,spiritual,spiritual,1720.5,11,0.76,0.5,0.92,0.28,0.24,0,0.34
9297,event,Bhutan Tsechu,Bhutan,solo,culture,spiritual,7189.72,5,0.76,0.6,0.93,0.56,0.0,0,0.43
9918,event,Songkran Festival,Thailand,solo,food,thrill,3580.22,8,0.36,0.6,0.8,0.91,0.0,0,0.55
9834,trek,Rinjani Trek,Indonesia,solo,nature,spiritual,2655.54,12,0.66,0.7,0.95,0.18,0.21,0,0.37
9333,trek,Kumano Kodo,Japan,couple,culture,thrill,1490.9,11,0.54,0.9,0.95,0.29,0.6,0,0.58
9581,event,Bhutan Tsechu,Bhutan,solo,culture,offbeat,2857.98,7,0.91,0.8,0.77,0.13,0.0,1,0.32
9293,event,Durga Puja,India,solo,food,budget,5155.91,4,0.91,0.5,0.94,0.29,0.0,0,0.29
9455,trek,Torres del Paine W Trek,Chile,couple,culture,luxury,6781.24,12,0.31,1.0,0.75,0.11,0.0,0,0.37
9422,destination,Hoi An,Vietnam,couple,food,relaxed,7435.93,5,0.68,0.9,0.7,0.96,0.0,0,0.66
9993,event,Bhutan Tsechu,Bhutan,couple,nature,relaxed,4302.12,10,0.78,0.84,0.84,0.58,0.0,0,0.51
9763,event,Naadam Festival,Mongolia,couple,nature,offbeat,3137.25,5,0.46,0.8,0.88,0.33,0.0,1,0.4
9112,trek,Snowman Trek,Bhutan,solo,adventure,luxury,6153.1,10,0.73,0.88,0.95,0.38,0.0,1,0.46
9276,trek,Everest Base Camp,Nepal,couple,culture,thrill,412.21,3,0.79,0.89,0.65,0.39,0.96,0,0.66
9740,trek,Kumano Kodo,Japan,solo,adventure,luxury,6371.75,4,0.89,0.88,0.9,0.49,0.0,0,0.49
9740,destination,Kyoto,Japan,solo,offbeat,offbeat,5647.08,6,0.56,0.9,0.87,0.21,0.0,1,0.39
9127,event,Durga Puja,India,solo,culture,thrill,4011.11,8,0.93,0.9,0.74,0.17,0.0,0,0.36
9671,destination,Cusco,Peru,family,adventure,spiritual,6162.23,12,0.67,0.7,0.71,0.59,0.0,0,0.45
9820,event,Timkat Festival,Ethiopia,family,nature,budget,472.08,2,0.32,0.9,0.75,0.17,0.86,0,0.57
9133,event,Bhutan Tsechu,Bhutan,family,offbeat,relaxed,6735.48,1,0.41,0.2,0.74,0.45,0.0,0,0.24
9060,trek,Kumano Kodo,Japan,family,spiritual,luxury,1235.67,12,0.55,0.8,0.85,0.98,0.69,0,0.82
9710,event,Pushkar Camel Fair,India,couple,nature,relaxed,6380.66,1,0.89,0.1,0.84,0.51,0.0,0,0.23
9319,destination,Cusco,Peru,couple,food,thrill,820.48,1,0.63,0.6,0.9,0.29,0.94,0,0.55
9212,destination,Hoi An,Vietnam,solo,food,budget,7145.12,10,0.62,0.4,0.91,0.87,0.0,0,0.48
9085,event,Gion Matsuri,Japan,solo,spiritual,luxury,7783.36,5,0.37,0.8,0.76,0.18,0.0,0,0.34
9845,event,Naadam Festival,Mongolia,solo,offbeat,offbeat,3861.01,7,0.9,0.89,0.73,0.41,0.0,1,0.45
9130,destination,Chefchaouen,Morocco,family,nature,spiritual,3663.74,1,0.76,0.8,0.98,0.85,0.37,1,0.71
9457,trek,Torres del Paine W Trek,Chile,solo,culture,spiritual,6621.14,3,0.31,0.82,0.85,0.56,0.0,0,0.5
9193,trek,Inca Trail,Peru,family,adventure,thrill,6258.6,8,0.66,0.8,0.5,0.8,0.0,0,0.54
